university_id,name,established_year,ranking,country,State,City
1489,Crosstown University,2020,951,USA,Hawaii,Anthonychester
1490,Pooleside University,1990,299,China,Colorado,Lake Michael
1491,South Ericview University,1920,321,UK,Utah,Taylortown
1492,South Kelseyfort University,2016,1246,Germany,Massachusetts,West Edward
1493,Cunninghambury University,1874,1191,Japan,Massachusetts,New Jessicaberg
1494,Port Paul University,1940,378,Australia,Mississippi,Jonathanfort
1495,West Antonio University,1992,1002,Brazil,Virginia,Jeremyshire
1496,Leeshire University,1952,1059,India,Mississippi,Ericksonshire
1497,Jennatown University,1889,1098,UK,Missouri,Gentryville
1498,Courtneyfort University,1943,1523,Germany,Virginia,Nicholastown
1499,East Wesleyton University,1865,300,India,Massachusetts,Bryanhaven
1500,New Joseph University,2025,282,India,Wisconsin,New Brittany
1501,Gravesside University,1935,1843,UK,South Carolina,Rachelmouth
1502,Leontown University,1869,1858,Australia,Nevada,Port Scottstad
1503,Hallville University,1938,291,Brazil,Hawaii,Waltonside
1504,Keithshire University,2022,1403,China,Arkansas,South Damon
1505,Port Justin University,2002,1211,Japan,New Hampshire,Kristinebury
1506,Bakerton University,1910,1127,China,Georgia,Port Luisfurt
1507,New Richardview University,1878,867,Canada,North Dakota,Stephenville
1508,Lake Adamstad University,1919,805,UK,Indiana,New Terri
1509,Dawnstad University,1981,1355,France,Louisiana,West Karen
1510,New Melissachester University,2007,1309,UK,Wisconsin,East Christopherchester
1511,Lucasland University,1928,1769,Germany,Louisiana,Marcborough
1512,South Nicoletown University,1884,975,India,Colorado,New Julie
1513,Port Carol University,1861,777,USA,Alaska,Christophershire
1514,Robbinsberg University,1981,489,Canada,New Jersey,Port Caitlin
1515,Sandraside University,1937,506,Germany,Arkansas,Thompsonborough
1516,Kellybury University,1945,372,UK,Indiana,New Michael
1517,Lake Troy University,1981,1434,Australia,New Hampshire,North Michael
1518,East Christina University,2006,1434,India,South Carolina,Gibsonberg
1519,South Nicholas University,1862,960,Australia,Alabama,South Tabitha
1520,Kyleside University,2009,251,Germany,North Dakota,East William
1521,South Erica University,1899,1484,India,New Hampshire,Amberfort
1522,Dakotastad University,1939,301,France,Louisiana,South Tammychester
1523,Christopherfurt University,1902,1980,Brazil,Wyoming,Stokesport
1524,Castanedabury University,1939,779,USA,Colorado,South Christine
1525,Adamstown University,1986,1648,UK,Iowa,Port Phillip
1526,Mckinneyfort University,1981,1991,China,Alabama,North Kennethton
1527,Lisashire University,1992,58,Canada,Colorado,West Paige
1528,Darleneburgh University,1889,1133,Brazil,Indiana,West Candice
1529,Juliefurt University,1967,937,China,Illinois,North Allisonburgh
1530,Jessicaview University,1914,1076,Germany,Utah,Meganstad
1531,Shannonmouth University,1857,1827,USA,Pennsylvania,Andreafort
1532,North John University,1959,198,USA,New Jersey,Ronnieport
1533,Spenceside University,1883,613,UK,Tennessee,Warrenton
1534,Rothmouth University,1868,201,USA,Maryland,West Haroldstad
1535,North Richard University,1934,1313,Japan,Arizona,Lake Robert
1536,South Alan University,2000,1736,Germany,New Hampshire,Jamesview
1537,New Jessicafurt University,1917,141,Japan,Maine,Rachelport
1538,Nicolasport University,2002,1410,India,Montana,East Billy
1539,Lake Austinchester University,1903,926,India,New Jersey,Josephmouth
1540,Roberthaven University,1852,1607,Australia,Alabama,Kennedyburgh
1541,East Madison University,1963,1144,Germany,Illinois,Roseberg
1542,Loganhaven University,1896,1726,Australia,Pennsylvania,South Zacharymouth
1543,Margaretton University,1897,1487,Australia,Maine,Alexandermouth
1544,New Dustinborough University,1896,521,India,California,East Wesleychester
1545,Kevinstad University,1903,1341,Brazil,Texas,Cordovaton
1546,Sweeneyside University,1870,723,Australia,Washington,New Joseph
1547,Bryanton University,1851,1689,Canada,Iowa,Brownview
1548,West Michelle University,1981,1774,UK,Oklahoma,Lake Jon
1549,Wallsberg University,1926,29,Australia,Colorado,West Melissa
1550,Josephmouth University,2004,1326,Germany,Rhode Island,Lake Tanya
1551,Sarahborough University,1953,722,China,Kentucky,Jillberg
1552,Port Olivia University,1991,1245,Brazil,Pennsylvania,East Michaelshire
1553,Mariechester University,1974,1918,China,Vermont,Padillaburgh
1554,South Allisonland University,1872,13,Australia,Alabama,Gonzalesside
1555,West Vanessatown University,1869,756,India,Wisconsin,Dianahaven
1556,Candicebury University,1998,1513,Australia,Connecticut,Estradashire
1557,Johnsonside University,1944,1693,Japan,Delaware,New Rachelstad
1558,Michelleburgh University,1982,501,Germany,Washington,West Hannah
1559,South Debrashire University,1869,7,Australia,Texas,Lake Jacobhaven
1560,West Richard University,1926,1003,Canada,Indiana,Tamarahaven
1561,North Thomasmouth University,1913,1172,Canada,California,Nguyenland
1562,North Jessica University,1950,641,Brazil,Montana,Sarafurt
1563,New Danielburgh University,1957,614,USA,Pennsylvania,Matthewhaven
1564,Jenniferfort University,1883,1986,Germany,Maryland,Harrisonborough
1565,Port Brittney University,1869,217,India,Iowa,West Maryfort
1566,Lake Tammy University,1942,1635,France,Arkansas,Connorbury
1567,Port Katherineville University,1946,895,Brazil,Minnesota,Romantown
1568,West Jamesview University,1940,137,Japan,Colorado,Daisyshire
1569,Comptonton University,1978,1911,UK,Tennessee,South Taylorfort
1570,Hallmouth University,1913,132,Canada,South Dakota,New Terrymouth
1571,Karenfort University,1921,58,Canada,North Carolina,South Darleneview
1572,Ortizville University,1915,1458,Japan,Colorado,Chelseachester
1573,Port Donald University,1978,734,Japan,Hawaii,Edwardsborough
1574,East Aprilburgh University,1994,1336,France,Pennsylvania,Port Jamesville
1575,Sarahstad University,2020,1988,Germany,Virginia,New Adam
1576,West Michaelmouth University,1903,1073,UK,California,East Keith
1577,North Thomas University,1995,1250,Australia,Georgia,Longmouth
1578,Hartview University,1888,944,UK,South Dakota,East Michael
1579,Abigailfort University,1941,1725,UK,Indiana,West Ryan
1580,East Robert University,1933,687,Canada,Iowa,Virginiafurt
1581,Josephbury University,2019,1424,UK,Texas,Lindaside
1582,East Daniel University,1880,383,USA,South Carolina,Sherylshire
1583,East Emilymouth University,1935,1688,Germany,Kansas,East Kathrynburgh
1584,Lake Paula University,1908,1378,Germany,South Carolina,West Melissaside
1585,Murphychester University,1915,857,Germany,South Carolina,North Jeffbury
1586,Ellisborough University,2016,227,Brazil,Arizona,Christinatown
1587,South Sonyaberg University,1933,732,Canada,North Dakota,Rebeccaville
1588,Davidport University,2020,1115,Australia,Delaware,West Williammouth
1589,West Marcshire University,1888,1774,Japan,Virginia,Patrickfort
1590,North Tamaratown University,1970,280,Brazil,Vermont,Port Julieshire
1591,East Barryside University,1949,1253,Germany,New York,Lake Joshua
1592,East Lisaburgh University,1903,1052,Australia,Tennessee,Jamesmouth
1593,Jonesborough University,1888,1785,UK,Maine,Ashleyshire
1594,Janicechester University,1875,245,Germany,Nebraska,Jamestown
1595,North Carolborough University,1943,213,USA,Colorado,Hooverborough
1596,Davisbury University,1861,258,Canada,Texas,New Karentown
1597,Rodriguezhaven University,1856,1081,China,New Jersey,South Jessicastad
1598,East Ronniestad University,1915,1438,UK,Idaho,Port James
1599,Port Tamara University,1917,555,India,Washington,East Angelamouth
1600,Lake Jacobchester University,1877,1179,Japan,Montana,Frankport
1601,Hamiltonshire University,1910,1436,China,Delaware,Jasonville
1602,Cindyview University,1925,761,India,North Dakota,Lake Andrewberg
1603,Lake Joseph University,2010,423,Canada,Georgia,Andrewland
1604,Jonberg University,1974,851,France,Oregon,Jillland
1605,West Joseview University,2011,1996,Australia,West Virginia,North Brian
1606,Lozanoview University,1922,410,Japan,Texas,New Sarah
1607,Patriciachester University,1972,734,Germany,Oklahoma,West Nicholas
1608,South Gina University,1926,877,China,Rhode Island,Port Michaeltown
1609,North Kristaland University,2016,863,Australia,Idaho,South Lucas
1610,West Glennshire University,2020,1897,China,Hawaii,Lake Seanfurt
1611,South Crystalfort University,1943,1006,China,Indiana,Marisaburgh
1612,Ericaville University,1980,1703,Canada,Utah,North Cristian
1613,Dianamouth University,1938,1257,China,Hawaii,Port Jeremyville
1614,New Jeremyhaven University,1936,928,Germany,California,Owensport
1615,Patriciaport University,1957,1440,USA,South Carolina,Port Kyle
1616,Lake Karl University,2019,736,Australia,Ohio,East Juliehaven
1617,Gailfort University,1887,1815,India,Pennsylvania,East Mallory
1618,Ortegaland University,1853,1583,France,Virginia,Port Sydney
1619,Bakerchester University,1974,1506,China,Connecticut,South Tyrone
1620,Scottville University,1883,580,France,Illinois,Johnsonhaven
1621,South Danashire University,1928,1350,Germany,Nevada,East Tony
1622,East Roger University,1890,332,Canada,Pennsylvania,Adamborough
1623,South Michelle University,1949,1047,UK,Oregon,New Nicholasview
1624,Chentown University,1968,134,France,Arkansas,Lake Dawnport
1625,Melissamouth University,1870,1326,UK,New Jersey,West Matthew
1626,Ruizmouth University,1941,225,USA,North Dakota,North Jessicaberg
1627,Lauramouth University,1909,642,Brazil,New Mexico,North April
1628,Jennamouth University,2016,727,USA,Wisconsin,Amberfort
1629,Christinashire University,1990,1307,Japan,Oklahoma,Kingfort
1630,Lake Karenview University,1899,873,Australia,Mississippi,Nathanielview
1631,Thompsonburgh University,1988,121,Brazil,Georgia,Sherryhaven
1632,Grossport University,1871,1434,China,North Carolina,Camachoside
1633,Kristyville University,2020,1522,UK,Nevada,Marshallton
1634,New Tonya University,1995,1116,France,Wisconsin,Anitaport
1635,Jeffreymouth University,1854,488,UK,Kentucky,Michaelchester
1636,Karentown University,1920,1755,Germany,Florida,Sarachester
1637,New Patricialand University,1857,1361,USA,New Mexico,East Johnstad
1638,North Matthew University,1998,829,Brazil,Tennessee,Burnsstad
1639,Moorehaven University,1952,1131,France,Illinois,Gutierrezbury
1640,Marieshire University,1990,1199,India,Michigan,West Nathanstad
1641,Michaelside University,1994,135,France,Louisiana,Allenville
1642,Lake Michael University,1949,822,China,Missouri,Brownmouth
1643,Gillfort University,1924,1165,Germany,Washington,South Mariochester
1644,West Melissamouth University,2004,1261,India,Wyoming,West Jamesborough
1645,Parkerstad University,1935,1126,India,Georgia,Danielleport
1646,Thompsonchester University,1857,257,USA,Georgia,Lake Brent
1647,Jamiechester University,1992,256,Canada,Alaska,New Robertview
1648,Brianfort University,1956,915,Germany,Ohio,Lake Maryborough
1649,Bradleychester University,2018,193,Canada,Hawaii,Medinastad
1650,Thomasborough University,1934,1767,USA,Virginia,Hunterside
1651,East Carolmouth University,1879,70,Australia,West Virginia,West Anthonyfurt
1652,Hurstmouth University,1915,89,France,Nebraska,Bonnietown
1653,New Whitneyhaven University,1863,1655,France,Missouri,Lake Tonya
1654,West John University,1850,1861,India,Texas,New Lauraland
1655,Samanthabury University,1941,293,UK,Kentucky,Jameschester
1656,Maddenland University,1936,1387,India,Oklahoma,New Brendashire
1657,Rachelberg University,1892,1505,China,Wisconsin,Laurenmouth
1658,New Henry University,2006,1318,USA,Delaware,South Megan
1659,North George University,1958,1142,Australia,Vermont,Hannahport
1660,Rhondaville University,1901,1544,UK,Virginia,Lake Carlosport
1661,West Caitlinborough University,1929,523,Australia,Indiana,Christopherhaven
1662,Amandatown University,1967,1349,USA,Idaho,Everettport
1663,Suzanneberg University,1878,747,UK,Massachusetts,New Nicolemouth
1664,New Brandy University,1987,891,Japan,Minnesota,East Patrickville
1665,New Janettown University,1893,1165,UK,Massachusetts,Port Jamesshire
1666,New Beth University,1857,1458,USA,Maine,Lake Keithberg
1667,New Reginaberg University,1980,612,USA,Ohio,Romerotown
1668,West Seanport University,1906,885,Japan,West Virginia,Tylerhaven
1669,Lake Joseph University,1950,1840,Canada,New York,West Paulville
1670,Port David University,1974,795,Brazil,South Dakota,East Raymond
1671,North Wendyfurt University,1949,1326,Brazil,Virginia,Port Josephmouth
1672,Williamsside University,2008,46,Canada,Mississippi,Jeffview
1673,Wolfberg University,2000,925,India,Illinois,New Micheal
1674,Hubbardton University,1861,242,Japan,Mississippi,Robynchester
1675,Williamborough University,1885,524,Japan,Ohio,Loweborough
1676,New Isaiahchester University,1891,1144,Australia,South Dakota,Williamsview
1677,South Rachelchester University,1926,905,USA,Idaho,New James
1678,Dennisside University,1917,1089,China,Texas,New Joanneborough
1679,Heatherfort University,2011,1152,France,Vermont,Elizabethburgh
1680,Lake Patricia University,2004,884,Australia,New York,Franklintown
1681,East Aaron University,1975,565,Japan,Kentucky,New Jose
1682,East Riley University,1866,395,China,Alabama,North Brandon
1683,Bethport University,1971,879,China,Connecticut,Nancyfort
1684,West Stephanieport University,2007,1957,France,Montana,East Brandihaven
1685,Port Leahfort University,1864,243,USA,Kentucky,Melissahaven
1686,North Stephaniefurt University,1889,1868,UK,Nevada,North Christineport
1687,Robertland University,1907,1118,Japan,Georgia,Port Kevin
1688,Amandabury University,1870,1722,India,Georgia,West Nicholasberg
1689,Washingtonchester University,2013,1165,France,Mississippi,East Nicole
1690,South Jamesmouth University,1921,36,USA,Washington,New Bradleyberg
1691,Baileyborough University,1862,706,Canada,Texas,West Keithville
1692,South Susan University,1970,896,Canada,Illinois,Port Ralphfurt
1693,Maldonadotown University,1955,1839,China,Oregon,North Carlos
1694,Frederickside University,1908,158,China,South Dakota,Blankenshipport
1695,New Samanthaberg University,1995,1421,Canada,Indiana,Matthewland
1696,North Lisafurt University,1937,1171,Germany,Idaho,Port Christopherberg
1697,Haleburgh University,1924,219,Brazil,Ohio,Spencerberg
1698,Johnsonfort University,1908,85,Canada,Texas,Port Deborahstad
1699,Jerrychester University,1850,1079,UK,Illinois,Dominicport
1700,Thomaschester University,1886,1096,UK,Louisiana,Perezton
1701,East Christopherborough University,1851,879,USA,Virginia,Nicholastown
1702,Michelleside University,1933,906,UK,Michigan,Port Henry
1703,New Brucemouth University,1971,1115,China,Tennessee,Anthonymouth
1704,Curryport University,1978,1035,China,Rhode Island,Smithville
1705,Obrienberg University,1946,1275,France,Florida,New Robertborough
1706,Harrisbury University,1979,1200,China,Ohio,North Barbaramouth
1707,Valdezstad University,1863,1384,India,New Jersey,New Jessica
1708,New Darrenbury University,1906,810,Japan,Louisiana,Port Michaelbury
