course_id,dept_id,name,credits,description
1498,2953,Introduction to Programming,4,This is the Introduction to Programming course offered by department 2953.
1499,3852,World History,1,This is the World History course offered by department 3852.
1500,2208,Linear Algebra,4,This is the Linear Algebra course offered by department 2208.
1501,3825,Linear Algebra,2,This is the Linear Algebra course offered by department 3825.
1502,4855,Operating Systems,1,This is the Operating Systems course offered by department 4855.
1503,4395,Software Engineering,2,This is the Software Engineering course offered by department 4395.
1504,880,Software Engineering,2,This is the Software Engineering course offered by department 880.
1505,4219,English Literature,1,This is the English Literature course offered by department 4219.
1506,2527,Operating Systems,2,This is the Operating Systems course offered by department 2527.
1507,4236,Microeconomics,3,This is the Microeconomics course offered by department 4236.
1508,1131,English Literature,3,This is the English Literature course offered by department 1131.
1509,4676,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 4676.
1510,1854,Software Engineering,1,This is the Software Engineering course offered by department 1854.
1511,508,Database Systems,3,This is the Database Systems course offered by department 508.
1512,4616,Financial Accounting,4,This is the Financial Accounting course offered by department 4616.
1513,3544,Data Structures,5,This is the Data Structures course offered by department 3544.
1514,3562,English Literature,2,This is the English Literature course offered by department 3562.
1515,3251,Software Engineering,5,This is the Software Engineering course offered by department 3251.
1516,4640,Artificial Intelligence,2,This is the Artificial Intelligence course offered by department 4640.
1517,4402,English Literature,1,This is the English Literature course offered by department 4402.
1518,214,Linear Algebra,1,This is the Linear Algebra course offered by department 214.
1519,3905,Operating Systems,2,This is the Operating Systems course offered by department 3905.
1520,2849,Physical Chemistry,2,This is the Physical Chemistry course offered by department 2849.
1521,3275,Introduction to Programming,5,This is the Introduction to Programming course offered by department 3275.
1522,1369,Linear Algebra,3,This is the Linear Algebra course offered by department 1369.
1523,3534,Algorithms,2,This is the Algorithms course offered by department 3534.
1524,3133,Operating Systems,5,This is the Operating Systems course offered by department 3133.
1525,2618,Data Structures,2,This is the Data Structures course offered by department 2618.
1526,3378,Machine Learning,3,This is the Machine Learning course offered by department 3378.
1527,1234,Linear Algebra,3,This is the Linear Algebra course offered by department 1234.
1528,3338,Microeconomics,2,This is the Microeconomics course offered by department 3338.
1529,4857,Artificial Intelligence,1,This is the Artificial Intelligence course offered by department 4857.
1530,2443,Introduction to Programming,5,This is the Introduction to Programming course offered by department 2443.
1531,1847,Financial Accounting,4,This is the Financial Accounting course offered by department 1847.
1532,1053,Software Engineering,1,This is the Software Engineering course offered by department 1053.
1533,700,Database Systems,2,This is the Database Systems course offered by department 700.
1534,335,Cyber Security,3,This is the Cyber Security course offered by department 335.
1535,869,Artificial Intelligence,5,This is the Artificial Intelligence course offered by department 869.
1536,1760,Financial Accounting,3,This is the Financial Accounting course offered by department 1760.
1537,1627,Algorithms,1,This is the Algorithms course offered by department 1627.
1538,4689,Introduction to Programming,3,This is the Introduction to Programming course offered by department 4689.
1539,3678,Linear Algebra,2,This is the Linear Algebra course offered by department 3678.
1540,3916,Database Systems,2,This is the Database Systems course offered by department 3916.
1541,4303,English Literature,3,This is the English Literature course offered by department 4303.
1542,3712,Introduction to Programming,5,This is the Introduction to Programming course offered by department 3712.
1543,2675,Introduction to Programming,5,This is the Introduction to Programming course offered by department 2675.
1544,1238,Introduction to Programming,1,This is the Introduction to Programming course offered by department 1238.
1545,2763,Introduction to Programming,4,This is the Introduction to Programming course offered by department 2763.
1546,4305,Software Engineering,3,This is the Software Engineering course offered by department 4305.
1547,1953,Physical Chemistry,2,This is the Physical Chemistry course offered by department 1953.
1548,945,Financial Accounting,4,This is the Financial Accounting course offered by department 945.
1549,1124,Computer Networks,4,This is the Computer Networks course offered by department 1124.
1550,2529,Microeconomics,5,This is the Microeconomics course offered by department 2529.
1551,617,Calculus,5,This is the Calculus course offered by department 617.
1552,4203,Financial Accounting,3,This is the Financial Accounting course offered by department 4203.
1553,3603,Cyber Security,5,This is the Cyber Security course offered by department 3603.
1554,4085,English Literature,1,This is the English Literature course offered by department 4085.
1555,2441,Computer Networks,4,This is the Computer Networks course offered by department 2441.
1556,1884,Financial Accounting,4,This is the Financial Accounting course offered by department 1884.
1557,2588,Operating Systems,3,This is the Operating Systems course offered by department 2588.
1558,1397,World History,1,This is the World History course offered by department 1397.
